id,name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
8579782,"Downtown, 1BD, close to everything",within an hour,100%,100%,f,First Hill,9,t,t,First Hill,47.61158121,-122.3293835,Condominium,Entire home/apt,4,1,1,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Elevator in Building"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials}",,$140.00,1,$0.00,3,1125,3,93,10,9,9,10,10,9,t,moderate,f,f,9,0.99
9908825,Luxury Studio Convention Center,within a day,96%,100%,f,Central Business District,6,t,t,First Hill,47.60988491,-122.3269483,Apartment,Entire home/apt,1,1,0,1,Real Bed,"{Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Essentials"", ""Shampoo}",,$120.00,2,$25.00,2,1125,0,,,,,,,,f,strict,f,f,6,
9530877,98 Walkscore. Swedish Suites Studio,within an hour,100%,100%,t,Belltown,48,t,t,First Hill,47.61123081,-122.325102,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Wheelchair Accessible"", ""Kitchen"", ""Doorman"", ""Gym"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$99.00,2,$20.00,2,1125,0,,,,,,,,f,strict,t,t,3,
8441263,Capitol Hill Apartment,N/A,N/A,N/A,f,,1,t,t,,47.61265099,-122.3239221,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$180.00,2,$20.00,2,1125,0,,,,,,,,f,strict,f,f,1,
9530788,98 Walkscore. Swedish Suites 1BD 2,within an hour,100%,100%,t,Belltown,48,t,t,First Hill,47.60971006,-122.3236171,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Wheelchair Accessible"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$109.00,2,$20.00,2,1125,0,,,,,,,,f,strict,t,t,3,
3394936,"Explore Downtown Seattle, 1BD",within an hour,100%,100%,f,First Hill,9,t,t,First Hill,47.61143729,-122.3287667,Condominium,Entire home/apt,4,1,1,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Elevator in Building"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials}",,$140.00,1,$0.00,3,1125,8,98,10,9,10,10,10,9,t,moderate,f,f,9,0.49
6882518,"Cozy 1 BR in First  Hill, By Univ.",within an hour,100%,100%,f,First Hill,1,t,f,First Hill,47.60878598,-122.3258086,Apartment,Entire home/apt,2,1,1,2,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets live on this property"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials}",,$75.00,2,$50.00,2,15,16,94,9,9,10,10,10,10,f,strict,f,f,1,3.58
4031625,8th Ave Condos Modern 1BD 2,within an hour,100%,100%,t,Belltown,48,t,t,First Hill,47.606701,-122.3287027,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$129.00,2,$20.00,2,1125,36,97,10,10,10,10,9,9,f,strict,t,t,3,2.25
4494948,Entire Downtown 1 BD Condo,within a few hours,100%,100%,t,First Hill,2,t,t,First Hill,47.61069986,-122.3241766,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$135.00,2,$0.00,2,28,33,99,10,10,10,10,10,9,f,moderate,f,f,2,2.43
4616695,Stylish Art-Filled Mid-Century Apt,within an hour,100%,100%,t,First Hill,1,t,t,First Hill,47.60944715,-122.3258566,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$150.00,2,$0.00,2,1125,19,99,10,10,10,10,10,10,f,strict,f,f,1,1.53
4106041,99 Modern 1Bed,within an hour,100%,100%,t,Belltown,48,t,t,First Hill,47.6076875,-122.32875,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$139.00,2,$20.00,20,1125,20,94,10,10,10,10,9,9,f,strict,t,t,3,1.3
2532879,Capitol Hill Studio near everything,within an hour,100%,100%,t,Capitol Hill,1,t,t,Capitol Hill,47.61396779,-122.3258264,Apartment,Entire home/apt,2,1,0,2,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Essentials"", ""Shampoo}",,$110.00,1,$0.00,2,5,54,97,10,9,10,10,10,9,f,moderate,f,f,1,2.48
4752817,2BR Downtown Penthouse Condo,within an hour,100%,100%,f,First Hill,1,t,t,First Hill,47.61168312,-122.3287378,Apartment,Entire home/apt,6,1,2,3,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Essentials"", ""Shampoo}",,$179.00,4,$15.00,3,1125,57,94,10,10,10,10,10,9,f,strict,f,f,1,4.63
6808970,Midcentury Studio Close to Downtown,within an hour,100%,100%,f,First Hill,2,t,t,First Hill,47.61041858,-122.3254524,Apartment,Entire home/apt,3,1,0,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Wheelchair Accessible"", ""Kitchen"", ""Elevator in Building"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Essentials"", ""Shampoo}",,$120.00,1,$10.00,1,5,1,100,10,10,8,10,10,10,f,moderate,f,f,2,0.25
1157083,Modern 2BR/2BA By ConventionCenter ,within a few hours,100%,100%,f,First Hill,4,t,t,First Hill,47.61169622,-122.3292941,Apartment,Entire home/apt,6,2,2,3,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Elevator in Building"", ""Indoor Fireplace"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$245.00,4,$25.00,3,1125,18,98,10,9,10,10,10,10,f,strict,f,f,4,0.58
6226666,Stylish 1BR/1BA Downtown Apartment,N/A,N/A,N/A,f,First Hill,1,t,f,First Hill,47.61071772,-122.3255839,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials}",,$150.00,3,$50.00,1,40,2,90,10,9,9,9,8,9,t,moderate,f,f,1,0.31
9151374,Capital Hill Living,a few days or more,40%,100%,f,Central Business District,4,t,f,,47.60977141,-122.3241334,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Wheelchair Accessible"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials}",,$105.00,1,$0.00,3,1125,3,40,4,6,8,2,8,4,t,flexible,f,f,3,1.58
6807884,99 Open Layout in Cap Hill 2,within an hour,100%,100%,t,Belltown,48,t,t,Capitol Hill,47.6135938,-122.3278401,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$209.00,2,$20.00,2,1125,16,96,8,10,10,10,10,9,f,strict,t,t,3,2.39
1761870,Bohemian-Chic City Apartment,N/A,N/A,N/A,f,First Hill,1,t,t,First Hill,47.61232922,-122.3272655,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Elevator in Building"", ""Washer"", ""Dryer}",,$125.00,2,$15.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
6949900,Modern Studio in Capitol/First Hill,within a day,100%,100%,f,First Hill,1,t,t,First Hill,47.6071263,-122.320032,Apartment,Entire home/apt,4,1,0,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Wheelchair Accessible"", ""Kitchen"", ""Smoking Allowed"", ""Gym"", ""Elevator in Building"", ""Heating"", ""Family/Kid Friendly"", ""Suitable for Events"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$145.00,2,$15.00,1,30,11,96,10,9,10,10,9,9,f,moderate,f,f,1,1.85
5126446,Cozy studio in Capitol Hill!,a few days or more,17%,100%,f,Central Business District,2,t,f,,47.60656187,-122.3212977,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Wireless Internet"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$115.00,0,$0.00,1,1125,2,100,10,10,10,10,10,9,t,flexible,f,f,2,0.18
8341720,Cozy Bedroom @ Capitol Hill,within an hour,100%,100%,f,Yesler Terrace,3,t,t,Yesler Terrace,47.60440532,-122.3180103,Apartment,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Lock on Bedroom Door"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$89.00,2,$0.00,1,1125,3,100,10,8,10,10,9,10,f,strict,f,f,3,1.11
8355276,Downtown studio close to everything,within an hour,100%,100%,f,,1,t,t,,47.60487863,-122.3223082,Apartment,Entire home/apt,3,1,0,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Pets live on this property"", ""Dog(s)"", ""Heating"", ""Smoke Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials}",,$65.00,2,$15.00,1,365,14,87,9,8,10,10,9,8,t,flexible,f,f,1,4.62
7920539,"""1898"" a FirstHill Victorian 3bdrm",within an hour,100%,100%,f,Seward Park,2,t,t,Yesler Terrace,47.60327559,-122.3203899,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Shampoo}",,$165.00,2,$25.00,3,1125,5,100,10,10,10,10,10,10,f,flexible,f,f,2,1.26
7598743,Luxury Downtown Condo with Parking,within an hour,100%,100%,f,Yesler Terrace,2,t,t,Yesler Terrace,47.60528827,-122.3208782,Condominium,Entire home/apt,4,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Gym"", ""Elevator in Building"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$180.00,2,$35.00,1,1125,16,98,10,10,10,10,10,10,f,strict,f,f,1,3.31
7916754,1BR full apt moments from CapHill!,within an hour,100%,100%,f,Yesler Terrace,1,t,f,Yesler Terrace,47.60481317,-122.3188037,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Indoor Fireplace"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$140.00,1,$0.00,1,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,1,0.33
7956227,Sunny First Hill Studio,within an hour,67%,100%,f,Yesler Terrace,1,t,f,Yesler Terrace,47.60593217,-122.3200013,Apartment,Entire home/apt,2,1,0,1,Futon,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets Allowed"", ""Heating"", ""Family/Kid Friendly"", ""Suitable for Events"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Iron"", ""Laptop Friendly Workspace}",,$100.00,1,$0.00,1,1125,7,97,10,9,10,10,9,10,f,moderate,f,f,1,1.59
4706111,"Modern, 2BR, Parking Included!",within a day,100%,N/A,f,Yesler Terrace,1,t,t,Yesler Terrace,47.60532853,-122.3194263,House,Entire home/apt,4,1.5,2,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$179.00,2,$25.00,2,14,2,100,10,10,10,10,9,10,f,strict,f,f,1,0.16
8016309,Capitol Hill Apartment,within an hour,90%,100%,f,,1,t,t,,47.60698878,-122.3197009,Apartment,Shared room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Wheelchair Accessible"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Essentials}",,$65.00,1,$0.00,1,4,16,93,10,9,10,10,10,10,f,flexible,f,f,1,3.78
5793477,Easy Access to Everywhere!!!,within a day,67%,100%,f,,1,t,f,,47.60393048,-122.3230191,Apartment,Private room,1,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Essentials"", ""Shampoo}",,$75.00,1,$0.00,3,1125,19,89,9,9,9,9,9,9,f,strict,f,f,1,2.13
2926776,Spacious/Comfy Apartment-First Hill,within a day,78%,100%,f,Yesler Terrace,1,t,f,Yesler Terrace,47.60405104,-122.3226426,Apartment,Entire home/apt,4,1,1,2,Real Bed,{},,$150.00,1,$0.00,1,1125,7,94,9,9,10,10,9,9,f,flexible,f,f,1,0.5
8443258,Artsy 2BR Apartment @ Capitol Hill,within an hour,100%,100%,f,Yesler Terrace,3,t,t,Yesler Terrace,47.60386978,-122.3189808,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$169.00,4,$30.00,1,1125,4,95,10,10,10,10,10,10,f,strict,f,f,3,1.56
7577073,Cozy apt in Capitol Hill!,N/A,N/A,N/A,f,Yesler Terrace,1,t,t,Yesler Terrace,47.60571033,-122.3180859,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Gym"", ""Elevator in Building"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Essentials}",,$112.00,1,$0.00,7,20,0,,,,,,,,f,flexible,f,f,1,
6838418,Heart of Seattle-Stylish&Sunkissed,within an hour,100%,100%,f,,1,t,t,,47.6047979,-122.3173821,Apartment,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Gym"", ""Breakfast"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$68.00,1,$0.00,1,1125,40,93,9,9,9,9,9,9,t,strict,f,f,1,7.79
6852243,Artsy Bedroom @ Capitol Hill,within an hour,100%,100%,f,Yesler Terrace,3,t,t,Yesler Terrace,47.60233645,-122.3186679,Apartment,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Lock on Bedroom Door"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$89.00,2,$0.00,1,1125,6,97,10,9,10,10,10,10,f,strict,f,f,3,1.8
9317101,Private Bedroom and shared bathroom,within a few hours,97%,100%,f,First Hill,3,t,f,Yesler Terrace,47.60559023,-122.3210553,Condominium,Private room,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Wheelchair Accessible"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Heating"", ""Washer"", ""Dryer"", ""Essentials"", ""Shampoo"", ""Laptop Friendly Workspace}",,$70.00,1,$0.00,2,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,3,1
6555128,Awesome Pioneer Square Apartment,within a few hours,100%,100%,f,International District,1,t,t,International District,47.60202559,-122.3268826,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$160.00,1,$0.00,1,1125,32,91,10,10,9,10,9,9,f,flexible,f,f,1,4.38
6228959,Renovated pioneer square apartment,within a day,67%,100%,f,,1,t,t,,47.60209069,-122.3254369,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$128.00,0,$0.00,1,1125,22,78,8,8,9,9,9,8,f,moderate,f,f,1,2.89
8446689,Penthouse with Wraparound Deck,within a few hours,100%,100%,t,Pioneer Square,2,t,t,Pioneer Square,47.60068756,-122.3346939,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets Allowed"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Suitable for Events"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$249.00,1,$25.00,1,1125,4,95,10,9,10,10,9,10,f,strict,f,f,2,1.21
8064351,Bounce House,within an hour,100%,100%,f,Pioneer Square,1,t,f,Pioneer Square,47.60057322,-122.3308654,Apartment,Shared room,1,1,1,1,Airbed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials}",,$50.00,1,$0.00,1,1125,14,94,9,9,10,10,9,9,f,flexible,f,f,1,3.31
6662639,Historic Sunlit Penthouse w/ Deck,within a day,100%,100%,f,Pioneer Square,1,t,t,Pioneer Square,47.60089527,-122.3355898,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Kitchen"", ""Pets live on this property"", ""Dog(s)"", ""Elevator in Building"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials}",,$175.00,1,$0.00,2,7,4,95,9,9,10,10,10,9,f,flexible,f,f,1,0.6
3273240,Pioneer Square State Hotel loft,within an hour,100%,100%,t,Pioneer Square,2,t,f,Pioneer Square,47.60056684,-122.3343051,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$250.00,2,$0.00,2,28,35,99,10,10,10,10,9,9,t,strict,f,f,1,1.89
5957039,"Waterfront Views, Right Downtown!",within a day,100%,100%,f,Pioneer Square,1,t,t,Pioneer Square,47.60177714,-122.3327657,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials}",,$110.00,1,$10.00,2,1125,14,94,10,10,10,10,10,10,f,moderate,t,t,1,1.62
3449059,Historic Apartment 303,within a few hours,99%,100%,f,Central Business District,7,t,t,Pioneer Square,47.60000892,-122.3352813,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials}",,$144.00,1,$0.00,1,1125,92,85,9,9,9,9,8,9,f,strict,f,f,6,5.12
789229,Designer Loft in Pioneer Square,within a few hours,100%,100%,f,Pioneer Square,1,t,t,Pioneer Square,47.5958285,-122.3323461,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Heating"", ""Suitable for Events"", ""Essentials}",,$149.00,4,$25.00,2,1125,45,94,10,9,10,10,9,9,f,moderate,f,t,1,1.34
4008373,Ultra-Modern 2Bed w/ Amazing Views,within an hour,100%,100%,t,Belltown,48,t,t,Central Business District,47.60222233,-122.3349005,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Wheelchair Accessible"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$350.00,4,$20.00,2,1125,26,98,10,10,10,10,10,9,f,strict,t,t,3,1.62
5913611,Seattle Downtown Studio,N/A,N/A,N/A,f,Pioneer Square,1,t,t,Pioneer Square,47.6022024,-122.3350628,Apartment,Entire home/apt,2,1.5,0,1,Real Bed,"{TV"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Safety Card"", ""Essentials"", ""Shampoo}",,$95.00,1,$10.00,1,7,11,91,9,9,10,10,9,9,f,flexible,f,f,1,1.23
